Model,Accuracy,Params,FLOPs,Inference Time,Memory (MB)
Original Model_Kevin,67.286,11481338,32595197952,0.011030001616477967,756.73828125
Last 2_JF,68.362,10125626,29818699776,0.019863630485534668,681.36328125
Original Model_JF,69.022,11481338,32595197952,0.021842664051055907,756.73828125
Stage 4_JF,68.406,10125626,29818699776,0.0197553807258606,681.36328125
Stage 3_Kevin,64.748,11249690,30697537536,0.010796415901184082,670.11328125
Last 2_Kevin,66.648,10125626,29818699776,0.019897907161712646,681.36328125
Stage 4_Kevin,66.944,10125626,29818699776,0.019547697496414183,681.36328125
Stage 3_JF,66.322,11249690,30697537536,0.02085344948768616,670.11328125
Stage 2_JF,55.922,11449754,31417122816,0.020996670341491698,593.61328125
Stage 2_Kevin,55.844,11449754,31417122816,0.02133699984550476,593.61328125
Stage 4-5_JF,68.488,10125626,29818699776,0.010479379200935364,681.36328125
Stage 3-5_JF,66.294,11249690,30697537536,0.020488342332839967,670.11328125
Stage 4-5_Kevin,66.944,10125626,29818699776,0.019836443376541134,681.36328125
