Model,Accuracy,Params,FLOPs,Inference Time,Memory (MB)
Original Model_Kevin,0.884107434337439,1.0,1.0,0.9048477198093634,1.0
Stage 4_JF,0.9953999109660189,0.0,0.0,0.5172719328647526,0.5379310344827586
Original Model_JF,1.0,1.0,1.0,0.9443572806817123,1.0
Last 2_JF,0.9440569817480334,0.0,0.0,0.581653788828377,0.5379310344827586
Last 2_Kevin,0.8544294405698173,0.0,0.0,0.5844737461877636,0.5379310344827586
Stage 2-5_JF,0.0,0.976703016569891,0.5756974932729075,0.44187384680270014,0.0
Stage 4-5_JF,0.999258050155809,0.0,0.0,0.0,0.5379310344827586
Stage 4-5_Kevin,0.8619973289805609,0.0,0.0,0.3017290506861541,0.5379310344827586
Stage 3-5_JF,0.8073898204481375,0.8291318510126044,0.3165274040504178,0.8484390550848283,0.4689655172413793
Stage 1-5_JF,0.7403175545333136,0.9956804985129585,0.7235519048293443,0.27936163239326917,0.20229885057471264
Stage 2 last 2 conv_JF,0.15017064846416386,0.9790988056460369,0.6655808903365906,0.7579987866962085,0.5149425287356322
Stage 4 first 2 conv_JF,0.8688232675471138,1.0,1.0,0.9984176867346704,0.6436781609195402
Stage 2 last 2 conv_Kevin,0.11084730672206555,0.9790988056460369,0.6655808903365906,1.0,0.5149425287356322
