Architecture,Dataset,Experiment,Is_Quantized,Collapsed_Ranges,Delta_Acc,Params_Reduction_%,FLOPs_Reduction_%,Memory_Reduction_%
RegNetX_400MF,CIFAR-10,Dynamic_Region_All_Combined,False,"[['stage3.stage3_block2.block.conv2', 'stage3.stage3_block2.block.conv3'], ['stage3.stage3_block3.block.conv2', 'stage3.stage3_block3.block.conv3'], ['stage3.stage3_block4.block.conv2', 'stage3.stage3_block4.block.conv3'], ['stage3.stage3_block5.block.conv2', 'stage3.stage3_block5.block.conv3'], ['stage3.stage3_block6.block.conv2', 'stage3.stage3_block6.block.conv3'], ['stage4.stage4_block0.block.conv2', 'stage4.stage4_block0.block.conv3'], ['stage4.stage4_block1.block.conv2', 'stage4.stage4_block1.block.conv3'], ['stage4.stage4_block2.block.conv2', 'stage4.stage4_block2.block.conv3'], ['stage4.stage4_block3.block.conv2', 'stage4.stage4_block3.block.conv3'], ['stage4.stage4_block4.block.conv2', 'stage4.stage4_block4.block.conv3'], ['stage4.stage4_block5.block.conv2', 'stage4.stage4_block5.block.conv3'], ['stage4.stage4_block6.block.conv2', 'stage4.stage4_block6.block.conv3'], ['stage4.stage4_block7.block.conv2', 'stage4.stage4_block7.block.conv3'], ['stage4.stage4_block8.block.conv2', 'stage4.stage4_block8.block.conv3'], ['stage4.stage4_block9.block.conv2', 'stage4.stage4_block9.block.conv3'], ['stage4.stage4_block10.block.conv2', 'stage4.stage4_block10.block.conv3'], ['stage4.stage4_block11.block.conv2', 'stage4.stage4_block11.block.conv3']]",-0.18999999999999773,16.30429184387615,8.139300082324985,5.155764725834999
RegNetX_400MF,CIFAR-10,Set_14,False,"['stage4.stage4_block9.block.conv2', 'stage4.stage4_block9.block.conv3']",-0.04999999999999716,1.1577011960148709,0.6663663617017979,6.9874179836974415
RegNetX_400MF,CIFAR-10,Set_9,False,"['stage4.stage4_block4.block.conv2', 'stage4.stage4_block4.block.conv3']",-0.031999999999996476,1.1577011960148709,0.6663663617017979,6.9874179836974415
RegNetX_400MF,CIFAR-10,Set_3,False,"['stage3.stage3_block5.block.conv2', 'stage3.stage3_block5.block.conv3']",-0.02600000000001046,0.48237549833952675,1.110610602836326,6.9874179836974415
RegNetX_400MF,CIFAR-10,Set_10,False,"['stage4.stage4_block5.block.conv2', 'stage4.stage4_block5.block.conv3']",-0.02400000000000091,1.1577011960148709,0.6663663617017979,6.9874179836974415
RegNetX_400MF,CIFAR-10,Set_15,False,"['stage4.stage4_block10.block.conv2', 'stage4.stage4_block10.block.conv3']",-0.02400000000000091,1.1577011960148709,0.6663663617017979,6.9874179836974415
RegNetX_400MF,CIFAR-10,Set_7,False,"['stage4.stage4_block2.block.conv2', 'stage4.stage4_block2.block.conv3']",-0.02200000000000557,1.1577011960148709,0.6663663617017979,6.9874179836974415
RegNetX_400MF,CIFAR-10,Set_16,False,"['stage4.stage4_block11.block.conv2', 'stage4.stage4_block11.block.conv3']",-0.020000000000010232,1.1577011960148709,0.6663663617017979,6.9874179836974415
RegNetX_400MF,CIFAR-10,Set_8,False,"['stage4.stage4_block3.block.conv2', 'stage4.stage4_block3.block.conv3']",-0.018000000000000682,1.1577011960148709,0.6663663617017979,6.9874179836974415
RegNetX_400MF,CIFAR-10,Set_12,False,"['stage4.stage4_block7.block.conv2', 'stage4.stage4_block7.block.conv3']",-0.018000000000000682,1.1577011960148709,0.6663663617017979,6.9874179836974415
