name,ΔAcc,ΔParams(%)
Last 2_Kevin,0.0,0.0
Original Model_Kevin,1.1659999999999968,13.345150960208432
Stage 4_JF,-3.7880000000000003,0.0
Last 2_JF,-3.905999999999999,0.0
Stage 4_Kevin,0.47800000000000153,0.0
Stage 3_JF,-4.960000000000001,11.064889717680254
Stage 2_JF,-8.078,13.034249199416154
Stage 3_Kevin,-0.6239999999999988,11.064889717680254
Stage 4 last 2 conv_JF,-3.308,13.345150960208432
Stage 3-5_JF,-4.6640000000000015,11.064889717680254
Stage 4-5_Kevin,0.33800000000000097,0.0
Stage 4 last 2 conv_Kevin,0.8879999999999981,13.345150960208432
Stage 2-5_Kevin,-3.2880000000000003,13.034249199416154
Stage 3 last 2 conv_JF,-4.405999999999999,13.345150960208432
Stage 4 first 2 conv_JF,-3.5919999999999987,13.345150960208432
Stage 1 last 2 conv_Kevin,-1.7779999999999987,13.293648996794516
Stage 3 last 2 conv_Kevin,0.03999999999999915,13.345150960208432
Stage 2 first 2 conv_JF,-8.122,13.066221366306142
Stage 2 last 2 conv_Kevin,-3.501999999999999,13.066221366306142
Stage 2 last 2 conv_JF,-8.882000000000001,13.066221366306142
Stage 3 first 2 conv_JF,-6.146000000000001,13.345150960208432
Stage 3 first 2 conv_Kevin,-1.4160000000000004,13.345150960208432
